,name,age,nationality,club,bp,position,weight,foot,joined,marking,total_stats,base_stats,a/w,d/w,pac,sho,pas,dri,def,phy,hits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,ova,value_log,wage_log,release_clause_log
11417,P. Terracciano,30,Italy,Fiorentina,GK,GK,172.0,Right,"Jul 7, 2019",20,1115,388,Medium,Medium,72,67,64,75,41,69,5.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,26.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,70.0,71,7.2552725051033065,4.342422680822207,7.505149978319906
11418,D. Contento,30,Germany,SV Sandhausen,LB,LB,163.0,Left,"Jul 1, 2020",70,1784,369,Medium,Medium,55,46,64,69,70,65,7.0,57.0,57.0,57.0,61.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,62.0,64.0,64.0,64.0,62.0,67.0,68.0,68.0,68.0,67.0,67.0,69.0,69.0,69.0,67.0,19.0,69,5.9164539485499255,3.6020599913279625,7.113943352306837
11419,F. Gattoni,21,Argentina,San Lorenzo de Almagro,CB,CB,159.0,Right,"Dec 4, 2017",61,1398,304,Low,High,67,32,40,44,65,56,4.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,46.0,46.0,46.0,44.0,57.0,56.0,56.0,56.0,57.0,60.0,61.0,61.0,61.0,60.0,13.0,61,5.720159303405957,3.3010299956639813,7.041392685158225
11420,J. Jones,23,Wales,Barrow,CB,CB,170.0,Right,"Jul 31, 2020",49,1310,298,Medium,Medium,66,31,38,50,51,62,6.0,43.0,43.0,43.0,43.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,45.0,44.0,44.0,44.0,45.0,50.0,50.0,50.0,50.0,50.0,51.0,53.0,53.0,53.0,51.0,14.0,53,4.903089986991944,3.0,5.193124598354461
11421,M. Jakóbowski,27,Poland,Warta Poznań,LM,LM,143.0,Left,"Feb 1, 2019",41,1586,334,Medium,Medium,79,56,57,62,33,47,5.0,61.0,61.0,61.0,62.0,61.0,61.0,61.0,62.0,60.0,60.0,60.0,61.0,54.0,54.0,54.0,61.0,48.0,43.0,43.0,43.0,48.0,47.0,41.0,41.0,41.0,47.0,17.0,62,5.511883360978874,3.0,5.642464520242122
11422,L. Alessandra,31,England,Carlisle United,RM,ST CAM LM,161.0,Right,"Jan 24, 2020",32,1671,350,High,Medium,75,59,56,66,30,64,5.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,57.0,57.0,57.0,63.0,50.0,46.0,46.0,46.0,50.0,47.0,41.0,41.0,41.0,47.0,15.0,62,5.439332693830263,3.4771212547196626,5.682145076373832
11423,T. Pachonik,25,Germany,VVV-Venlo,RWB,RB,192.0,Right,"Jul 11, 2019",62,1816,396,High,Medium,75,49,61,68,64,79,7.0,61.0,61.0,61.0,63.0,61.0,61.0,61.0,63.0,61.0,61.0,61.0,65.0,62.0,62.0,62.0,65.0,69.0,65.0,65.0,65.0,69.0,68.0,67.0,67.0,67.0,68.0,17.0,70,7.3222192947339195,3.6989700043360187,7.505149978319906
11424,G. Rea,25,Republic of Ireland,Luton Town,CB,CDM CB,161.0,Right,"Jul 1, 2016",67,1588,351,Medium,High,63,32,54,60,68,74,8.0,51.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,55.0,55.0,55.0,56.0,59.0,59.0,59.0,56.0,64.0,66.0,66.0,66.0,64.0,65.0,69.0,69.0,69.0,65.0,17.0,67,5.954242509439325,3.6020599913279625,7.230448921378274
11425,K. Lleshi,20,Albania,FC Cartagena,CDM,CDM CB CM,165.0,Right,"Aug 10, 2020",60,1559,338,Medium,Medium,49,49,55,55,60,70,8.0,54.0,54.0,54.0,52.0,54.0,54.0,54.0,52.0,54.0,54.0,54.0,54.0,58.0,58.0,58.0,54.0,57.0,61.0,61.0,61.0,57.0,57.0,61.0,61.0,61.0,57.0,16.0,62,5.676693609624866,3.0,5.919601023784111
11426,T. Iwata,23,Japan,Oita Trinita,CB,CB,165.0,Right,"Jan 9, 2015",69,1761,388,High,Medium,74,50,60,64,69,71,12.0,61.0,61.0,61.0,63.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,69.0,67.0,67.0,67.0,69.0,69.0,69.0,69.0,69.0,69.0,17.0,69,7.113943352306837,3.3010299956639813,7.278753600952829
11427,O. Daedlow,20,Germany,FC Hansa Rostock,CM,CM CAM RM,165.0,Right,"Jan 24, 2020",54,1570,334,Medium,High,69,41,49,57,54,64,5.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,54.0,54.0,54.0,55.0,57.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,16.0,54,5.176091259055681,2.845098040014257,5.492760389026838
11428,C. Lavery,27,Northern Ireland,Walsall,ST,ST,168.0,Right,"Aug 6, 2019",35,1700,357,Medium,Medium,75,62,56,63,36,65,6.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,61.0,61.0,61.0,62.0,56.0,56.0,56.0,62.0,52.0,49.0,49.0,49.0,52.0,50.0,47.0,47.0,47.0,50.0,17.0,63,5.628388930050312,3.6020599913279625,5.889861721258188
11429,S. Doukara,28,France,Ettifaq FC,ST,ST CAM,187.0,Right,"Aug 22, 2019",25,1659,367,Medium,Medium,67,71,63,68,27,71,5.0,71.0,71.0,71.0,68.0,71.0,71.0,71.0,68.0,69.0,69.0,69.0,68.0,63.0,63.0,63.0,68.0,50.0,48.0,48.0,48.0,50.0,46.0,43.0,43.0,43.0,46.0,17.0,71,7.380211241711606,4.3222192947339195,6.6020599913279625
11430,K. Misao,24,Japan,Kashima Antlers,CDM,CDM CM,161.0,Right,"Jan 12, 2016",69,1803,395,Medium,High,73,44,66,71,68,73,9.0,59.0,59.0,59.0,64.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,70.0,70.0,70.0,70.0,70.0,69.0,69.0,69.0,69.0,69.0,17.0,71,7.447158031342219,3.6989700043360187,7.568201724066995
11431,S. Campo,24,Switzerland,FC Basel 1893,CAM,CAM,154.0,Left,"Dec 27, 2017",65,1773,380,High,Medium,74,63,73,71,41,58,12.0,64.0,64.0,64.0,69.0,68.0,68.0,68.0,69.0,70.0,70.0,70.0,70.0,66.0,66.0,66.0,70.0,57.0,55.0,55.0,55.0,57.0,54.0,46.0,46.0,46.0,54.0,18.0,70,7.361727836017593,3.9030899869919438,7.556302500767287
11432,Paulo Vinícius,35,Brazil,CFR Cluj,CB,CB,190.0,Right,"Jul 1, 2017",71,1760,359,Low,High,41,52,55,56,72,83,4.0,57.0,57.0,57.0,53.0,54.0,54.0,54.0,53.0,55.0,55.0,55.0,54.0,59.0,59.0,59.0,54.0,62.0,68.0,68.0,68.0,62.0,64.0,73.0,73.0,73.0,64.0,20.0,73,7.079181246047625,3.9542425094393248,7.230448921378274
11433,Aitor Ruibal  B,24,Spain,Real Betis,ST,ST RM RWB,165.0,Right,"Jan 1, 2016",20,1588,346,Medium,Medium,69,69,61,67,26,54,9.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,66.0,61.0,61.0,61.0,66.0,49.0,46.0,46.0,46.0,49.0,46.0,38.0,38.0,38.0,46.0,17.0,67,7.041392685158225,3.845098040014257,7.3979400086720375
11434,R. Oshima,27,Japan,Kawasaki Frontale,CAM,CM CDM,141.0,Right,"Jan 1, 2011",66,1994,419,Medium,Medium,82,69,70,73,64,61,14.0,66.0,66.0,66.0,72.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,71.0,69.0,69.0,69.0,71.0,69.0,63.0,63.0,63.0,69.0,16.0,72,7.544068044350276,4.0,7.681241237375588
11435,J. Nsame,27,Cameroon,BSC Young Boys,ST,ST,194.0,Right,"Jul 21, 2017",28,1805,390,High,Medium,79,78,55,72,27,79,56.0,78.0,78.0,78.0,71.0,74.0,74.0,74.0,71.0,71.0,71.0,71.0,69.0,62.0,62.0,62.0,69.0,49.0,49.0,49.0,49.0,49.0,47.0,46.0,46.0,46.0,47.0,18.0,78,7.079181246047625,4.447158031342219,8.276461804173245
11436,M. Dmitrović,28,Serbia,SD Eibar,GK,GK,207.0,Left,"Jul 1, 2017",19,1246,437,Medium,Medium,78,80,79,82,37,81,46.0,30.0,30.0,30.0,26.0,28.0,28.0,28.0,26.0,29.0,29.0,29.0,29.0,32.0,32.0,32.0,29.0,30.0,32.0,32.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,80.0,81,7.176091259055681,4.477121254719663,8.51321760006794
11437,S. McNulty,34,England,Tranmere Rovers,CB,CB,194.0,Right,"Oct 19, 2015",70,1198,258,Low,High,29,25,43,35,63,63,3.0,38.0,38.0,38.0,34.0,36.0,36.0,36.0,34.0,38.0,38.0,38.0,37.0,44.0,44.0,44.0,37.0,47.0,56.0,56.0,56.0,47.0,50.0,61.0,61.0,61.0,50.0,17.0,62,4.954242509439325,3.4771212547196626,5.198657086954422
11438,J. Payne,25,England,Swindon Town,CAM,CAM LM,132.0,Left,"Aug 6, 2020",35,1662,336,High,Medium,74,59,61,69,30,43,11.0,58.0,58.0,58.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,63.0,58.0,58.0,58.0,63.0,49.0,46.0,46.0,46.0,49.0,46.0,38.0,38.0,38.0,46.0,17.0,64,5.7596678446896306,3.4771212547196626,6.0
11439,J. Föhrenbach,24,Germany,1. FC Heidenheim 1846,CB,LB,179.0,Left,"Jul 1, 2019",69,1672,366,Medium,Medium,73,39,56,61,68,69,5.0,54.0,54.0,54.0,56.0,54.0,54.0,54.0,56.0,55.0,55.0,55.0,58.0,57.0,57.0,57.0,58.0,67.0,64.0,64.0,64.0,67.0,67.0,68.0,68.0,68.0,67.0,16.0,69,7.113943352306837,3.9542425094393248,7.361727836017593
11440,F. Sambueza,30,Argentina,Independiente Santa Fe,RM,RM CAM,143.0,Right,"Jul 8, 2019",38,1791,370,Medium,Low,75,65,72,74,35,49,3.0,64.0,64.0,64.0,72.0,69.0,69.0,69.0,72.0,71.0,71.0,71.0,71.0,66.0,66.0,66.0,71.0,57.0,54.0,54.0,54.0,57.0,54.0,43.0,43.0,43.0,54.0,19.0,72,7.4623979978989565,3.3010299956639813,7.5910646070264995
11441,N. Calderón,28,Mexico,U.N.A.M.,LM,LM RM,154.0,Right,"Jun 14, 2017",57,1919,402,Medium,Low,74,70,68,72,56,62,7.0,66.0,66.0,66.0,69.0,67.0,67.0,67.0,69.0,68.0,68.0,68.0,69.0,67.0,67.0,67.0,69.0,64.0,62.0,62.0,62.0,64.0,63.0,58.0,58.0,58.0,63.0,17.0,70,7.2552725051033065,4.176091259055681,7.491361693834273
11442,T. Dierßen,22,Germany,Hannover 96,RW,CAM RM CM,141.0,Right,"Jan 26, 2019",48,1641,335,Medium,Medium,72,55,57,66,40,45,3.0,58.0,58.0,58.0,62.0,61.0,61.0,61.0,62.0,61.0,61.0,61.0,61.0,56.0,56.0,56.0,61.0,52.0,49.0,49.0,49.0,52.0,50.0,44.0,44.0,44.0,50.0,19.0,62,5.653212513775344,3.6989700043360187,5.954242509439325
11443,J. Lowe,28,England,Salford City,CDM,CDM CM,176.0,Right,"Jul 22, 2020",65,1726,363,Medium,High,60,49,59,60,63,72,8.0,55.0,55.0,55.0,57.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,59.0,60.0,60.0,60.0,59.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,15.0,65,5.676693609624866,3.6989700043360187,5.919601023784111
11444,A. Vik,16,Norway,Rosenborg BK,CAM,RW,137.0,Right,"May 24, 2019",36,1400,291,Medium,Medium,64,51,50,56,29,41,4.0,51.0,51.0,51.0,55.0,53.0,53.0,53.0,55.0,54.0,54.0,54.0,53.0,48.0,48.0,48.0,53.0,43.0,39.0,39.0,39.0,43.0,41.0,36.0,36.0,36.0,41.0,14.0,55,5.230448921378274,2.6989700043360187,5.592176757395867
11445,A. Jeremejeff,26,Sweden,FC Twente,ST,ST,181.0,Right,"Aug 13, 2019",33,1516,341,Medium,Low,67,63,53,61,28,69,8.0,67.0,67.0,67.0,62.0,65.0,65.0,65.0,62.0,64.0,64.0,64.0,61.0,57.0,57.0,57.0,61.0,44.0,45.0,45.0,45.0,44.0,43.0,42.0,42.0,42.0,43.0,16.0,67,5.9661417327390325,3.6020599913279625,0.0
11446,C. Núñez,26,Uruguay,Centro Atlético Fénix,CDM,CDM,159.0,Right,"Jan 13, 2020",59,1470,313,Medium,High,60,32,54,54,59,54,4.0,45.0,45.0,45.0,49.0,48.0,48.0,48.0,49.0,51.0,51.0,51.0,52.0,55.0,55.0,55.0,52.0,57.0,60.0,60.0,60.0,57.0,58.0,59.0,59.0,59.0,58.0,16.0,61,5.477121254719663,2.6989700043360187,5.824776462475546
11447,K. Sierhuis,22,Netherlands,Stade de Reims,ST,ST,183.0,Right,"Jan 31, 2020",36,1658,351,High,Medium,65,71,52,59,29,75,11.0,67.0,67.0,67.0,60.0,63.0,63.0,63.0,60.0,61.0,61.0,61.0,59.0,55.0,55.0,55.0,59.0,45.0,46.0,46.0,46.0,45.0,43.0,44.0,44.0,44.0,43.0,16.0,67,7.041392685158225,3.9030899869919438,7.380211241711606
11448,J. Pearce,32,England,Charlton Athletic,CB,CB,157.0,Left,"Aug 4, 2016",70,1450,303,Medium,High,43,23,43,46,69,79,6.0,42.0,42.0,42.0,41.0,40.0,40.0,40.0,41.0,42.0,42.0,42.0,44.0,49.0,49.0,49.0,44.0,58.0,62.0,62.0,62.0,58.0,60.0,68.0,68.0,68.0,60.0,13.0,68,5.7596678446896306,3.6020599913279625,6.0
11449,Y. N'Diaye,22,Senegal,Paris FC,CB,CB,165.0,Right,"Jun 28, 2020",49,1315,294,Medium,Medium,53,33,37,41,54,76,4.0,44.0,44.0,44.0,37.0,40.0,40.0,40.0,37.0,38.0,38.0,38.0,40.0,41.0,41.0,41.0,40.0,47.0,50.0,50.0,50.0,47.0,50.0,58.0,58.0,58.0,50.0,14.0,58,5.204119982655925,3.0,5.494154594018442
11450,Clerc,28,Spain,Levante UD,LB,LB,152.0,Left,"Jul 1, 2019",69,1973,433,High,Medium,87,58,68,75,70,75,22.0,67.0,67.0,67.0,72.0,70.0,70.0,70.0,72.0,70.0,70.0,70.0,73.0,70.0,70.0,70.0,73.0,75.0,71.0,71.0,71.0,75.0,74.0,70.0,70.0,70.0,74.0,17.0,76,7.812913356642856,4.342422680822207,8.136720567156408
11451,João Tavares,19,Portugal,SC Braga,CAM,CM CAM,154.0,Right,"Jul 1, 2017",38,1698,350,Medium,Medium,66,54,61,68,42,59,4.0,60.0,60.0,60.0,62.0,63.0,63.0,63.0,62.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,63.0,55.0,56.0,56.0,56.0,55.0,54.0,50.0,50.0,50.0,54.0,19.0,63,5.778151250383644,3.3010299956639813,0.0
11452,P. Šteinbors,34,Latvia,Jagiellonia Białystok,GK,GK,179.0,Right,"Aug 1, 2020",21,1192,386,Medium,Medium,72,66,65,74,37,72,3.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,27.0,31.0,31.0,31.0,29.0,33.0,33.0,33.0,29.0,29.0,32.0,32.0,32.0,29.0,28.0,29.0,29.0,29.0,28.0,69.0,70,5.889301702506311,3.6989700043360187,6.0
11453,Fabrício Baiano,28,Brazil,Çaykur Rizespor,CB,CDM CM,159.0,Right,"Aug 25, 2020",68,1802,396,High,High,69,54,57,65,69,82,4.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,61.0,62.0,62.0,62.0,61.0,68.0,70.0,70.0,70.0,68.0,68.0,71.0,71.0,71.0,68.0,18.0,71,7.380211241711606,3.9542425094393248,6.698970004336019
11454,A. Abedzadeh,27,Iran,Clube Sport Marítimo,GK,GK,176.0,Right,"Jan 24, 2017",13,1068,385,Medium,Medium,72,70,70,74,27,72,30.0,25.0,25.0,25.0,22.0,24.0,24.0,24.0,22.0,26.0,26.0,26.0,23.0,26.0,26.0,26.0,23.0,21.0,25.0,25.0,25.0,21.0,21.0,24.0,24.0,24.0,21.0,72.0,73,7.531478917042255,3.845098040014257,7.869231719730976
11455,J. Díaz Price,20,Mexico,CD Everton de Viña del Mar,RM,LM,146.0,Right,"Mar 5, 2020",37,1635,353,Medium,Medium,73,63,61,69,42,45,12.0,60.0,60.0,60.0,65.0,63.0,63.0,63.0,65.0,63.0,63.0,63.0,64.0,59.0,59.0,59.0,64.0,55.0,50.0,50.0,50.0,55.0,54.0,44.0,44.0,44.0,54.0,13.0,65,7.079181246047625,2.9777236052888476,7.380211241711606
11456,N. Špalek,23,Slovakia,Brescia,CAM,CAM RW,148.0,Right,"Jan 24, 2017",29,1756,365,High,Medium,76,65,65,72,33,54,7.0,66.0,66.0,66.0,69.0,68.0,68.0,68.0,69.0,68.0,68.0,68.0,68.0,63.0,63.0,63.0,68.0,54.0,50.0,50.0,50.0,54.0,52.0,44.0,44.0,44.0,52.0,15.0,68,7.113943352306837,4.079181246047625,7.414973347970818
11457,E. Ocansey,22,Ghana,KV Kortrijk,CAM,RM LM ST,157.0,Left,"Jul 18, 2019",21,1749,375,Medium,Medium,86,65,59,73,26,66,6.0,67.0,67.0,67.0,69.0,68.0,68.0,68.0,69.0,67.0,67.0,67.0,67.0,60.0,60.0,60.0,67.0,51.0,47.0,47.0,47.0,51.0,48.0,42.0,42.0,42.0,48.0,16.0,68,7.113943352306837,3.6989700043360187,7.342422680822207
11458,J. Campbell,17,England,Walsall,RM,LM,152.0,Right,"Sep 3, 2020",26,1351,290,High,Medium,76,41,44,59,26,44,7.0,46.0,46.0,46.0,52.0,50.0,50.0,50.0,52.0,50.0,50.0,50.0,51.0,44.0,44.0,44.0,51.0,42.0,37.0,37.0,37.0,42.0,40.0,33.0,33.0,33.0,40.0,15.0,52,5.0,2.6989700043360187,5.439332693830263
11459,J. Rosso,23,Uruguay,Liverpool Fútbol Club,RB,RB,159.0,Right,"Aug 1, 2017",65,1672,357,Low,Medium,71,46,57,61,64,58,3.0,55.0,55.0,55.0,60.0,58.0,58.0,58.0,60.0,59.0,59.0,59.0,61.0,60.0,60.0,60.0,61.0,65.0,62.0,62.0,62.0,65.0,65.0,62.0,62.0,62.0,65.0,16.0,67,6.0,2.6989700043360187,7.380211241711606
11460,H. Adamou,20,Niger,CD Mirandés,CDM,CM,154.0,Right,"Aug 8, 2020",52,1625,347,Medium,Medium,64,47,60,61,56,59,6.0,54.0,54.0,54.0,56.0,56.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,58.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,60.0,15.0,59,5.439332693830263,3.0,5.682145076373832
11461,Unai Vencedor,19,Spain,Athletic Club de Bilbao,CM,CM,157.0,Right,"Dec 21, 2018",53,1792,377,Medium,Medium,64,59,68,65,56,65,40.0,59.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,63.0,65.0,65.0,65.0,63.0,60.0,62.0,62.0,62.0,60.0,59.0,58.0,58.0,58.0,59.0,16.0,65,7.041392685158225,3.4771212547196626,6.477121254719663
11462,D. Rouyard,20,France,FC Girondins de Bordeaux,GK,GK,194.0,Right,"Jul 1, 2019",8,920,295,Medium,Medium,55,54,51,56,28,51,4.0,21.0,21.0,21.0,20.0,21.0,21.0,21.0,20.0,23.0,23.0,23.0,21.0,24.0,24.0,24.0,21.0,19.0,22.0,22.0,22.0,19.0,19.0,21.0,21.0,21.0,19.0,54.0,55,5.113943352306837,3.3010299956639813,5.515873843711679
11463,B. Rivera,19,Chile,CD Everton de Viña del Mar,CB,CDM CM,185.0,Right,"Jul 1, 2018",53,1369,305,Medium,Medium,55,34,51,48,53,64,6.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,48.0,48.0,48.0,47.0,50.0,50.0,50.0,47.0,51.0,55.0,55.0,55.0,51.0,51.0,56.0,56.0,56.0,51.0,12.0,56,5.113943352306837,2.6989700043360187,5.305351369446623
11464,Léo Bonatini,26,Brazil,Wolverhampton Wanderers,ST,ST,170.0,Right,"Jul 1, 2018",32,1836,382,Medium,High,68,70,68,71,34,71,22.0,71.0,71.0,71.0,70.0,71.0,71.0,71.0,70.0,71.0,71.0,71.0,70.0,66.0,66.0,66.0,70.0,55.0,54.0,54.0,54.0,55.0,52.0,49.0,49.0,49.0,52.0,19.0,71,6.477121254719663,4.653212513775344,7.770852011642144
11465,O. Mangala,22,Belgium,VfB Stuttgart,CM,CM CDM,172.0,Right,"Jul 1, 2017",74,1881,408,Medium,Medium,72,51,71,76,69,69,111.0,62.0,62.0,62.0,69.0,68.0,68.0,68.0,69.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,71.0,71.0,72.0,72.0,72.0,71.0,70.0,68.0,68.0,68.0,70.0,15.0,72,7.653212513775344,4.176091259055681,6.954242509439325
11466,D. Osio,23,Venezuela,Caracas FC,CB,CB,174.0,Left,"Jan 10, 2020",62,1385,306,Low,Medium,57,30,43,45,62,69,6.0,45.0,45.0,45.0,43.0,44.0,44.0,44.0,43.0,44.0,44.0,44.0,46.0,47.0,47.0,47.0,46.0,56.0,57.0,57.0,57.0,56.0,58.0,63.0,63.0,63.0,58.0,15.0,63,5.676693609624866,2.6989700043360187,7.041392685158225
11467,Davidson,29,Brazil,Alanyaspor,LW,LW,139.0,Right,"Aug 13, 2020",40,1962,416,High,Medium,78,75,71,80,41,71,30.0,75.0,75.0,75.0,77.0,77.0,77.0,77.0,77.0,76.0,76.0,76.0,76.0,71.0,71.0,71.0,76.0,62.0,59.0,59.0,59.0,62.0,59.0,52.0,52.0,52.0,59.0,16.0,77,7.929418925714293,4.278753600952829,7.230448921378274
11468,E. Apeh,23,Nigeria,CD Tenerife,ST,ST,183.0,Right,"Aug 5, 2020",30,1588,345,Medium,Medium,69,67,54,67,26,62,18.0,68.0,68.0,68.0,65.0,66.0,66.0,66.0,65.0,64.0,64.0,64.0,63.0,56.0,56.0,56.0,63.0,46.0,43.0,43.0,43.0,46.0,43.0,39.0,39.0,39.0,43.0,16.0,68,7.146128035678238,3.6020599913279625,7.3979400086720375
11469,M. Caufriez,23,Belgium,Sint-Truidense VV,CB,CB RB,185.0,Right,"Sep 11, 2020",65,1385,307,Medium,Medium,53,25,47,46,66,70,3.0,43.0,43.0,43.0,42.0,43.0,43.0,43.0,42.0,46.0,46.0,46.0,46.0,53.0,53.0,53.0,46.0,58.0,63.0,63.0,63.0,58.0,60.0,65.0,65.0,65.0,60.0,15.0,65,5.812913356642856,3.4771212547196626,5.996073654485276
11470,T. Adarabioyo,22,England,Manchester City,CB,CB RB,172.0,Right,"Oct 1, 2014",69,1546,344,Medium,Medium,61,31,55,55,70,72,151.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,53.0,53.0,53.0,54.0,60.0,60.0,60.0,54.0,64.0,69.0,69.0,69.0,64.0,66.0,70.0,70.0,70.0,66.0,17.0,70,7.447158031342219,4.6020599913279625,7.7558748556724915
11471,F. Gago,34,Argentina,Vélez Sarsfield,CDM,CDM CM CB,168.0,Right,"Jul 3, 2019",63,1892,391,Medium,High,55,53,77,70,66,70,19.0,62.0,62.0,62.0,66.0,66.0,66.0,66.0,66.0,69.0,69.0,69.0,68.0,72.0,72.0,72.0,68.0,69.0,72.0,72.0,72.0,69.0,68.0,69.0,69.0,69.0,68.0,16.0,73,7.176091259055681,4.113943352306837,7.361727836017593
11472,F. Fabra,29,Colombia,Colombia,LB,LB,190.0,Left,"Jan 22, 2016",68,2031,448,High,Medium,87,61,71,78,72,79,64.0,71.0,71.0,71.0,76.0,74.0,74.0,74.0,76.0,74.0,74.0,74.0,77.0,73.0,73.0,73.0,77.0,78.0,74.0,74.0,74.0,78.0,77.0,73.0,73.0,73.0,77.0,17.0,79,8.021189299069938,4.3222192947339195,8.167317334748176
11473,E. Le Fée,20,France,FC Lorient,CAM,CAM CM CDM,128.0,Right,"Nov 13, 2018",47,1739,356,Medium,Medium,65,51,70,72,53,45,67.0,57.0,57.0,57.0,65.0,64.0,64.0,64.0,65.0,67.0,67.0,67.0,66.0,67.0,67.0,67.0,66.0,61.0,61.0,61.0,61.0,61.0,59.0,53.0,53.0,53.0,59.0,16.0,67,7.230448921378274,3.845098040014257,7.653212513775344
11474,K. Takahata,19,Japan,Oita Trinita,CB,CB LM,154.0,Left,"Feb 1, 2019",57,1586,338,Medium,Medium,71,34,56,60,58,59,4.0,51.0,51.0,51.0,56.0,53.0,53.0,53.0,56.0,54.0,54.0,54.0,57.0,54.0,54.0,54.0,57.0,59.0,57.0,57.0,57.0,59.0,59.0,58.0,58.0,58.0,59.0,16.0,58,5.3979400086720375,2.6989700043360187,5.671172842715083
11475,Lucas Lima,28,Brazil,Al Ahli,LB,LB LM,159.0,Left,"Sep 3, 2019",74,1998,416,High,Medium,72,57,71,72,71,73,10.0,63.0,63.0,63.0,69.0,67.0,67.0,67.0,69.0,68.0,68.0,68.0,71.0,71.0,71.0,71.0,71.0,75.0,73.0,73.0,73.0,75.0,73.0,69.0,69.0,69.0,73.0,18.0,75,7.740362689494244,4.518513939877887,7.973127853599698
11476,J. Amofa,21,Netherlands,ADO Den Haag,CB,CB LB,181.0,Right,"Jul 1, 2020",59,1496,332,Medium,Medium,69,33,48,56,61,65,4.0,49.0,49.0,49.0,52.0,50.0,50.0,50.0,52.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,53.0,58.0,57.0,57.0,57.0,58.0,59.0,61.0,61.0,61.0,59.0,14.0,61,5.574031267727719,3.0,5.791690649020118
11477,Quaresma,36,Portugal,Vitória Guimarães,RM,RM LM,148.0,Right,"Sep 7, 2020",29,1928,396,High,Low,74,72,81,83,24,62,151.0,71.0,71.0,71.0,79.0,77.0,77.0,77.0,79.0,79.0,79.0,79.0,78.0,72.0,72.0,72.0,78.0,55.0,53.0,53.0,53.0,55.0,49.0,41.0,41.0,41.0,49.0,18.0,79,7.623249290397901,4.041392685158225,7.944482672150168
11478,M. Şatin,23,Austria,SV Ried,CAM,CAM,152.0,Right,"Aug 11, 2020",25,1642,344,Medium,Low,76,63,59,67,31,48,3.0,61.0,61.0,61.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,60.0,60.0,60.0,64.0,52.0,48.0,48.0,48.0,52.0,49.0,39.0,39.0,39.0,49.0,15.0,64,5.778151250383644,3.4771212547196626,5.9614210940664485
11479,R. Cassidy,19,Republic of Ireland,Accrington Stanley,ST,ST,152.0,Right,"Mar 18, 2018",24,1405,290,Medium,Low,59,57,45,56,23,50,10.0,56.0,56.0,56.0,54.0,55.0,55.0,55.0,54.0,53.0,53.0,53.0,52.0,47.0,47.0,47.0,52.0,39.0,37.0,37.0,37.0,39.0,37.0,34.0,34.0,34.0,37.0,15.0,56,5.301029995663981,2.845098040014257,0.0
11480,K. Athiu,27,South Sudan,Melbourne Victory,ST,ST,194.0,Right,"Jun 18, 2018",22,1362,302,Low,Low,72,55,42,55,24,54,4.0,56.0,56.0,56.0,54.0,56.0,56.0,56.0,54.0,53.0,53.0,53.0,51.0,45.0,45.0,45.0,51.0,37.0,35.0,35.0,35.0,37.0,36.0,35.0,35.0,35.0,36.0,12.0,56,5.0,3.3010299956639813,5.096910013008056
